Region,Site,Latitude,Longitude,Elevation,Start Year,End Year,Age,Species Code,Plant Type,Family,Genus,Species,Climate Region (based on Aridity Index Value),LWCV,P50,Rooting Depth,Canopy Height,Tree Density,AWC,CEC,Ecological Memory,CV_PN_TMP,CV_EP_TMP,CV_PN_VPD,CV_EP_VPD,CV_PN_CWD,CV_EP_CWD,CV_PN_SR,CV_EP_SR,Nm,Pm,SLA
asia,ael1,47.25,120.4,1183,1939,2013,74,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Arid,0.298841818,,0.793469,0,475.643,1,47,0.96,0.095329352,0.077504773,0.197536198,0.308107155,0.520229869,1.644202454,0.01804981,0.029423313,16.1090782,2.002505925,10.86028754
usa,ak006,63.67,-149.58,750,1554,1983,429,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.084853655,-4.295330766,0.366216526,17,183.5167987,6,85,-0.181719255,0.131071666,0.113508876,0.120601036,0.188314119,0.358073398,1.774509366,0.044621918,0.031017453,22.70630192,2.536187951,24.64739889
usa,ak007,61.33,-149.58,100,1770,1983,213,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.160227631,-4.295330766,0.183108263,,344.1238039,1,64,0.489893312,0.131639602,0.096090984,0.129647138,0.184816451,0.390631947,0.927401904,0.038942719,0.023079056,16.6769065,1.90980017,13.84365591
usa,ak008,60.5,-149.5,100,1664,1983,319,PCSI,Gymnosperm,Pinaceae,Picea,Picea sitchensis,Humid,0.13756401,-3.85,0.183108263,20,16.32390682,6,85,0.462539097,0.178798645,0.114124773,0.157694521,0.217065072,0.639624252,0.856713673,0.040482012,0.023568604,20.61669716,1.976031038,17.66334906
usa,ak009,62.83,-143.92,600,1696,1983,287,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.104050278,-4.295330766,0.091554131,,92.05776142,2,24,0.372155616,0.335772144,0.216536933,0.140202006,0.196896121,0.517937123,1.096962488,0.044114939,0.027846742,23.13249385,2.711629246,23.60585483
usa,ak010,61.83,-147.33,960,1654,1983,329,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.086006496,-4.295330766,0.656137942,,110.4501422,6,85,,0.219122047,0.148990942,0.163886191,0.182351875,0.720865176,1.270816836,0.037314436,0.022310486,24.91031237,2.676896689,24.50899658
usa,ak011,61.33,-145.25,300,1792,1983,191,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.131507384,-4.295330766,0.183108263,,0,6,85,0.162595545,0.158069311,0.12165424,0.159966752,0.17066501,0.551799282,0.958744227,0.039773558,0.024406614,18.89694046,2.253922308,22.21906471
usa,ak012,62.83,-141.33,600,1795,1983,188,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.135298908,-4.295330766,0.381475547,16,397.9045087,1,55,0.469619822,0.229035013,0.1722399,0.148205076,0.223474798,0.361243635,0.691968314,0.035176474,0.027496725,16.9513556,2.033407898,15.49282595
usa,ak013,64.83,-148.17,99,1769,1983,214,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.151077753,-4.295330766,1.037613489,15,530.2717001,1,24,0.169956353,0.148350004,0.13800048,0.131443834,0.216099985,0.280854696,2.040042905,0.037980193,0.025791376,10.48938013,1.671957496,6.779539916
usa,al002,31.02,-87.25,63,1814,1995,181,PIPA,Gymnosperm,Pinaceae,Pinus,Pinus palustris,Humid,0.199376402,,4.50141146,21,265.3717231,1,14,,0.025174678,0.0323069,0.110944551,0.166394848,15.54941944,4.460937768,0.016443912,0.028649582,14.32763558,1.306009552,11.00773781
europe,alb004,41,19.4833,3,1949,2010,61,PIHA,Gymnosperm,Pinaceae,Pinus,Pinus halepensis,Humid,0.164305667,-3.11,0.671396963,,1182.445542,3,40,,0.04157095,0.048991584,0.101504141,0.13424811,,,0.023195457,0.044074838,16.83600482,1.531576085,18.00597196
europe,alb005,41,19.4833,3,1862,2010,148,PIPN,Gymnosperm,Pinaceae,Pinus,Pinus pinea,Humid,0.245075923,-3.65,0.671396963,,1182.445542,3,40,0.249734126,0.042045318,0.048376846,0.100160975,0.12423374,,,0.017957248,0.032823008,16.83600482,1.531576085,18.00597196
asia,all2,51.77,122.1,757,,2013,,LAGM,Gymnosperm,Pinaceae,Larix,Larix gmelinii,Humid,0.336871561,,0.183108,15,564.064,1,45,0.961038961,0.104101138,0.080822698,0.116555866,0.16015552,1.282286634,1.449429904,0.017575075,0.03077264,13.10911476,1.711130487,7.067071393
usa,ar027,34.8,-92.93,300,1667,1980,313,PIEC,Gymnosperm,Pinaceae,Pinus,Pinus echinata,Humid,0.410049879,-3.21,7.095445182,23,593.1376701,1,16,,0.035380794,0.049746912,0.108784868,0.182532718,0.93466368,0.771272565,0.016307545,0.033407668,15.37945588,1.491413019,13.93117177
usa,ar063,36.07,-92.25,274,1743,1980,237,PIEC,Gymnosperm,Pinaceae,Pinus,Pinus echinata,Humid,0.409665816,-3.21,11.30693523,24,555.0235688,1,16,0.171719456,0.043719803,0.053190687,0.123241321,0.192743184,1.002915844,1.096395652,0.019663407,0.036626511,16.35810151,1.504492515,13.56648667
usa,ar067,36.2,-92.37,274,1764,1976,212,PIEC,Gymnosperm,Pinaceae,Pinus,Pinus echinata,Humid,0.516625088,-3.21,17.04432746,24,533.3668661,1,16,0.366387099,0.043095735,0.051943006,0.123538396,0.187575273,1.008987079,1.115983539,0.019743016,0.036841473,16.35810151,1.504492515,13.56648667
europe,aust005,47.03,13.63,1800,1838,1975,137,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.232889083,-3.98,0.381475547,,552.0738978,1,32,,0.096749956,0.094728174,0.222943612,0.286165763,0.438986407,0.540795578,0.017673159,0.021894928,15.64227836,1.417035402,11.15849028
europe,aust006,47.78,15.3,1380,1832,1975,143,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.187111558,-3.98,1.266498817,27,244.216343,3,47,,0.053090831,0.065145593,0.124320119,0.187870493,2.454829729,172.2361714,0.018968056,0.020776376,21.91515984,1.811451595,18.60013562
europe,aust007,47.13,11.28,1850,1745,1975,230,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.247732776,-3.98,0.183108263,24,190.4672937,1,32,,0.072648744,0.082411395,0.156859987,0.212754413,0.915963177,0.901549,0.018790073,0.024203934,16.40422305,1.448939127,10.96912941
europe,aust008,47.13,11.28,1850,1822,1975,153,PICE,Gymnosperm,Pinaceae,Pinus,Pinus cembra,Humid,0.34577497,-3.34,0.183108263,24,190.4672937,1,32,,0.072648744,0.082411395,0.156859987,0.212754413,0.915963177,0.901549,0.018790073,0.024203934,16.40422305,1.448939127,10.96912941
europe,aust109,48.12,16.25,350,1840,1995,155,PINI,Gymnosperm,Pinaceae,Pinus,Pinus nigra,Arid,0.448288998,-2.8,0.671396963,,241.4473993,3,67,,0.056938442,0.06685738,0.143967556,0.194398083,0.43523286,0.595836339,0.022058426,0.023799584,20.84460756,1.852460148,20.26246636
europe,aust110,48.12,16.25,582,1804,1995,191,PINI,Gymnosperm,Pinaceae,Pinus,Pinus nigra,Arid,0.437866023,-2.8,0.671396963,,241.4473993,3,67,,0.056938442,0.06685738,0.143967556,0.194398083,0.43523286,0.595836339,0.022058426,0.023799584,20.84460756,1.852460148,20.26246636
europe,aust111,48.12,16.25,450,1766,1995,229,PINI,Gymnosperm,Pinaceae,Pinus,Pinus nigra,Arid,0.439956064,-2.8,0.671396963,,241.4473993,3,67,0.14940095,0.056938442,0.06685738,0.143967556,0.194398083,0.43523286,0.595836339,0.022058426,0.023799584,20.84460756,1.852460148,20.26246636
europe,aust113,48.5,16.4,220,1748,2011,263,QUSP,Angiosperm,Fagaceae,Quercus,Quercus spp.,Arid,0.221101435,,4.959182116,,0,3,55,0.210709719,0.063421527,0.068413517,0.155060187,0.201352709,0.42363709,0.622852708,0.025170773,0.031904887,22.5218731,1.86082997,19.34076333
usa,az551,31.85,-109.3,2790,1703,1983,280,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.131838931,,1.220721752,28,1051.534273,3,47,,0.03439273,0.031962625,0.046608784,0.073897149,0.056648247,0.182608787,0.018167488,0.028696934,19.10527012,1.421768499,8.811880562
usa,az552,31.85,-109.3,2790,1828,1983,155,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.176798912,-4.906946696,1.220721752,28,1051.534273,3,47,0.26604106,0.03439273,0.031962625,0.046608784,0.073897149,0.056648247,0.182608787,0.018167488,0.028696934,19.10527012,1.421768499,8.811880562
usa,az553,35.43,-111.6833,3150,1453,1983,530,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.072446341,-4.906946696,1.037613489,14,214.084108,1,66,,0.058919228,0.04756148,0.056158845,0.074198562,0.096545927,0.197802928,0.020449013,0.028882463,22.74041469,1.831296324,11.09708615
usa,az554,33.97,-109.55,2940,1556,1983,427,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.086598511,,6.363012131,15,476.0053231,3,66,,0.048482228,0.040983072,0.046831758,0.076622513,0.086999036,0.269565657,0.017179259,0.027431728,16.07617482,1.449775175,9.32702009
usa,az555,32.45,-110.78,2700,1568,1983,415,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.254052723,,4.394598306,,1224.175847,3,47,0.200764937,0.040515701,0.036901605,0.057762017,0.082192789,0.064397957,0.200893128,0.015357621,0.026057391,18.99976634,1.202592646,8.721661154
europe,brit015,57,-3.58,500,1706,1976,270,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.235357157,-3.608966667,0.381475547,,79.85864821,3,78,0.228798313,0.07216947,0.079542487,0.125583938,0.200566877,1.722875715,0.790453155,0.009342979,0.013471684,17.19201004,1.543411378,15.35289457
europe,brit016,57.5,-5.62,12,1847,1978,131,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.222765208,-3.608966667,0.091554131,10,520.8999449,1,45,0.260281259,0.050269811,0.058754427,0.120872455,0.167013529,0.37549011,0.387450977,0.010362265,0.0139516,13.90687782,1.215013677,11.02394773
europe,brit017,56.95,-3.32,381,1712,1978,266,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.277010326,-3.608966667,0.152590219,,55.48792103,6,34,,0.071763224,0.078781904,0.132551165,0.197743955,1.467015049,0.797545549,0.009149327,0.014171048,16.0884333,1.566546475,12.08960077
europe,brit018,57.52,-5.33,100,1756,1978,222,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.238036905,-3.608966667,0.183108263,16,52.56375532,1,45,0.24836958,0.053580964,0.058715657,0.119277555,0.162002836,0.430200043,0.431157709,0.009455477,0.012609549,13.90687782,1.215013677,11.02394773
europe,brit019,50.95,-1.68,100,1843,1976,133,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.230418708,-3.608966667,6.912336919,13,337.536776,4,37,,0.047892227,0.060745398,0.134965715,0.194794714,0.590709462,21.64047727,0.013412431,0.023470487,22.0791934,1.923894174,20.36730524
europe,brit020,57.02,-3.57,457,1773,1978,205,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.250110597,-3.608966667,0.091554131,22,96.50983985,3,78,,0.05744145,0.062791242,0.136733228,0.203692705,,,0.009222758,0.013342852,16.0884333,1.566546475,12.08960077
europe,brit021,56.6333,-3.35,200,1828,1976,148,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.27803922,-3.608966667,0.183108263,,126.2546706,1,55,0.262925046,0.072471326,0.079585601,0.133726605,0.199187397,1.456283717,0.805071249,0.009091851,0.013749897,17.19201004,1.543411378,15.35289457
europe,brit022,56.98,-3.5,400,1849,1976,127,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.210573493,-3.98,0.381475547,,263.8252006,3,78,,0.07216947,0.079542487,0.125583938,0.200566877,1.722875715,0.790453155,0.009091851,0.013749897,16.0884333,1.566546475,12.08960077
europe,brit023,56.98,-3.5,400,1846,1976,130,LADE,Gymnosperm,Pinaceae,Larix,Larix decidua,Humid,0.252489324,-3.66,0.381475547,,263.8252006,3,78,0.230597902,0.070391285,0.07981911,0.12482468,0.201387556,1.621312964,0.795715697,0.009084012,0.012021381,16.0884333,1.566546475,12.08960077
europe,brit024,57.28,-4.92,300,1735,1976,241,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.181439551,-3.608966667,0.183108263,16,0,1,45,,0.065850114,0.073433558,0.116491399,0.189878803,0.469236262,0.443666193,0.00965145,0.012796205,15.72319834,1.256809044,17.50591049
europe,brit026,57.53,-5.35,250,1671,1978,307,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.223884408,-3.608966667,0.183108263,16,67.78661819,1,45,,0.053580964,0.058715657,0.119277555,0.162002836,0.430200043,0.431157709,0.009455477,0.012609549,13.90687782,1.215013677,11.02394773
europe,brit048,57.33,-5.67,100,1879,1976,97,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.197982711,-3.608966667,0.091554131,10,0,1,45,,0.050560792,0.059398378,0.120412973,0.169259247,0.352905718,0.392292081,0.009940442,0.013045867,13.90687782,1.215013677,11.02394773
europe,brit049,56.97,-5.75,20,1903,1976,73,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.19716471,-3.608966667,0,,127.7374269,1,45,0.250569853,0.053101283,0.064208056,0.106177898,0.192601975,0.278783941,0.377928664,0.010900331,0.014715807,13.51933809,1.074146894,11.92033764
europe,bulg001,41.77,23.38,1920,1721,1981,260,PILE,Gymnosperm,Pinaceae,Pinus,Pinus leucodermis,Humid,0.158985861,,4.486152438,14,406.8265473,3,55,,0.05821826,0.07252369,0.079903441,0.109132291,0.916635063,0.574132058,0.014359015,0.026500014,16.066184,1.608423776,12.33468033
europe,bulg002,42.73,25.33,1300,1922,1981,59,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Arid,0.234826449,-3.98,2.548256657,30,593.765505,3,39,,0.04464863,0.059633621,0.116638946,0.156492617,0.369780614,0.39794133,0.019916432,0.033982145,18.04518004,1.64550825,14.21517986
usa,ca556,37.17,-118.47,2850,1548,1983,435,PICO,Gymnosperm,Pinaceae,Pinus,Pinus contorta,Arid,0.10015967,-3.673381338,4.959182116,,86.64036264,4,16,0.169517103,0.076395619,0.063633989,0.060237823,0.069912643,0.105684498,0.11949997,0.014746115,0.024238303,16.32099718,1.620692213,16.51011399
usa,ca557,40.45,-121.52,2550,1525,1983,458,TSME,Gymnosperm,Pinaceae,Tsuga,Tsuga mertensiana,Humid,0.075866763,,0.854505226,21,244.4909656,4,16,,0.061053343,0.053103879,0.092633984,0.103899206,0.200328375,0.142024746,0.014394207,0.023679219,12.97001825,1.37168967,8.490776777
usa,ca558,40.75,-123.67,1560,1642,1983,341,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Humid,0.190480289,,1.20546273,31,525.7384099,1,19,,0.049560614,0.040955091,0.080395957,0.082155419,0.341555223,0.228029347,0.015318119,0.022672126,12.80115064,1.324730026,8.329501231
usa,ca559,39.1,-120.27,2280,1712,1983,271,ABMA,Gymnosperm,Pinaceae,Abies,Abies magnifica,Humid,0.144101878,,1.159685664,23,293.9792108,4,16,0.520922835,0.079573478,0.064374215,0.082893664,0.096015541,0.121196793,0.149131811,0.014712811,0.026115581,12.57873074,1.32806055,8.18854047
usa,ca560,37.8,-119.25,3000,1513,1983,470,PICO,Gymnosperm,Pinaceae,Pinus,Pinus contorta,Arid,0.098644441,-3.673381338,1.800564584,,232.4332127,4,16,,0.102696293,0.080119519,0.069344994,0.080781208,0.153413926,0.16118221,0.014804782,0.02552662,13.81127957,1.550875986,12.3271345
canada,cana038,51.62,-95.83,1000,1822,1988,166,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.171207487,-4.295330766,0.091554131,15,737.9467903,1,46,0.382074664,0.107220326,0.083553776,0.131987328,0.169567715,0.330162695,1598.821263,0.018293971,0.032690283,12.89177404,1.556114392,7.940335783
canada,cana039,53.5,-96.38,860,1819,1988,169,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.092467532,-5.297716667,0,13,0,4,46,0.270785984,0.116340287,0.087837273,0.119212311,0.151077239,0.268498628,13.51324277,0.016469334,0.0326634,12.39095125,1.576887279,6.893536425
canada,cana041,50.4,-91.45,1300,1813,1988,175,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.157013575,-4.295330766,2.777141985,,715.057513,5,98,,0.115235146,0.091635733,0.133702259,0.181525213,0.885496863,2.16149444,0.021318335,0.038536168,12.10535399,1.440215183,5.041212361
canada,cana042,50.3,-89.05,1120,1834,1988,154,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.145052655,-4.295330766,0.183108263,14,499.4191948,3,98,0.456850093,0.120208327,0.092577682,0.13484408,0.205000472,1.185715261,1.227773982,0.022485752,0.035791833,12.09431498,1.516488642,5.088212849
canada,cana043,50.3,-89.05,1120,1843,1988,145,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.126134869,-4.295330766,0.183108263,14,499.4191948,3,98,0.32865515,0.120208327,0.092577682,0.13484408,0.205000472,1.185715261,1.227773982,0.022485752,0.035791833,12.09431498,1.516488642,5.088212849
canada,cana044,62.17,-119.13,620,1850,1988,138,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Arid,0.114283726,-5.297716667,0,,0,,0,0.193465937,0.186920925,0.109915008,0.120944857,0.148184297,0.164516903,0.426310576,0.019368876,0.02657467,21.83987583,2.637260243,19.66735516
canada,cana045,62.17,-119.13,620,1841,1988,147,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Arid,0.091940308,-5.297716667,0,,0,,0,,0.186920925,0.109915008,0.120944857,0.148184297,0.164516903,0.426310576,0.019368876,0.02657467,21.83987583,2.637260243,19.66735516
canada,cana046,62.45,-116.13,700,1795,1988,193,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.11009299,-4.295330766,0,,0,5,49,0.200640635,0.219428954,0.109655744,0.13358974,0.155335112,0.136482027,0.420054557,0.017051927,0.026185669,17.00491471,2.231861971,14.15253565
canada,cana047,61.17,-117.37,500,1829,1988,159,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.144790552,-4.295330766,0,,130.6031361,,0,0.329683346,0.194075952,0.104743836,0.135230165,0.154046682,0.163298921,0.411304032,0.017892583,0.026509638,13.21390785,1.661379937,6.480847418
canada,cana048,61.68,-120.72,375,1821,1988,167,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.121556212,-4.295330766,0,19,538.0444305,5,49,0.208512199,0.173052244,0.11626401,0.122736003,0.164044358,0.259963451,0.675757746,0.021423903,0.028083268,12.68525242,1.630293112,5.791675633
canada,cana049,54.2,-61.57,1500,1790,1988,198,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.10135217,-4.295330766,0.946059358,10,414.4419567,6,85,0.312679286,0.275965812,0.103117142,0.154075338,0.170055777,0.889783226,0.595477048,0.02417596,0.022439723,16.06961001,1.674069205,13.02828913
canada,cana050,53.48,-58.67,1500,1709,1988,279,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.112512779,-4.295330766,1.510643168,7,534.2146801,6,85,,0.232166305,0.094127716,0.170523556,0.181077628,0.624288296,0.587322065,0.019417694,0.026320888,17.80360774,2.021078741,16.5087444
canada,cana051,53.48,-58.67,1500,1794,1988,194,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.124686347,-4.295330766,1.510643168,7,534.2146801,6,85,,0.232166305,0.094127716,0.170523556,0.181077628,0.624288296,0.587322065,0.019417694,0.026320888,17.80360774,2.021078741,16.5087444
canada,cana052,62.45,-116.13,700,1759,1988,229,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.074884767,-4.295330766,0,,0,5,49,,0.219428954,0.109655744,0.13358974,0.155335112,0.136482027,0.420054557,0.017051927,0.026185669,17.00491471,2.231861971,14.15253565
canada,cana053,62.68,-110.97,1400,1610,1988,378,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.079211965,-4.295330766,0.183108263,,99.34457287,5,21,,0.738187579,0.148499744,0.196344285,0.21394412,0.239721023,0.942321285,0.014688689,0.024505502,22.43932523,2.90897022,21.88961303
canada,cana054,50.03,-71.48,1400,1829,1988,159,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.132804647,-5.297716667,0.183108263,10,406.1168932,5,98,0.28638011,0.126981639,0.078678356,0.080709256,0.13598994,1.353209875,0.48520711,0.016743045,0.023576921,11.92137732,1.422847956,5.436575569
canada,cana055,50.17,-68.17,1000,1719,1988,269,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.099725927,-5.297716667,0.366216526,14,586.4771117,5,98,0.336060905,0.116265899,0.073980751,0.088800857,0.116257427,0.91676009,0.556245842,0.015647152,0.016623758,11.96529787,1.387494322,5.497089924
canada,cana056,50.17,-68.17,1000,1832,1988,156,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.120249039,-4.295330766,0.366216526,14,586.4771117,5,98,0.193870864,0.116265899,0.073980751,0.088800857,0.116257427,0.91676009,0.556245842,0.015647152,0.016623758,11.96529787,1.387494322,5.497089924
canada,cana057,61.68,-120.72,375,1807,1988,181,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.138497085,-4.295330766,0,19,538.0444305,5,49,,0.173052244,0.11626401,0.122736003,0.164044358,0.259963451,0.675757746,0.021423903,0.028083268,12.68525242,1.630293112,5.791675633
canada,cana058,62.17,-110.08,850,1818,1988,170,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.104777744,-4.295330766,0,13,0,5,21,,0.432466545,0.129077792,0.190645604,0.19834472,0.212258631,0.651039204,0.015059769,0.024926279,15.5136617,1.975284464,12.41507679
canada,cana059,62.73,-111.63,1350,1853,1988,135,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Arid,0.096024295,-5.297716667,0,10,189.9627069,5,21,,0.698504485,0.150326311,0.196492886,0.211985842,0.233609614,0.934836691,0.015246231,0.025721842,21.77127616,2.861309668,20.91021874
canada,cana060,58.67,-93.48,50,1690,1988,298,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.083335831,-4.295330766,0.167849241,,53.55823285,1,45,,,,,,,,0.017414938,0.023902597,20.40424863,2.79704876,19.80462026
canada,cana061,56.23,-67.72,1000,1821,1988,167,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.090287527,-5.297716667,0,,0,6,42,0.160409455,0.3802635,0.105960028,0.132224869,0.13514583,1.846000628,0.567764358,0.01859462,0.020422649,19.37507002,2.181201275,15.75093203
canada,cana062,56.23,-67.72,1000,1659,1988,329,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.067876515,-5.297716667,0,,0,6,42,,0.3802635,0.105960028,0.132224869,0.13514583,1.846000628,0.567764358,0.01859462,0.020422649,19.37507002,2.181201275,15.75093203
canada,cana063,55.28,-67.12,1200,1695,1988,293,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.079715566,-4.295330766,0,7,290.5677455,6,42,,0.372879672,0.112238768,0.130285673,0.152431068,3.268003652,0.413663825,0.019708463,0.020409748,18.84881563,2.068725571,15.83512724
canada,cana064,55.28,-67.12,1200,1841,1988,147,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.097251577,-5.297716667,0,7,290.5677455,6,42,,0.372879672,0.112238768,0.130285673,0.152431068,3.268003652,0.413663825,0.019708463,0.020409748,18.84881563,2.068725571,15.83512724
canada,cana065,52.03,-77.85,450,1795,1988,193,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.115042915,-5.297716667,0,9,0,1,45,0.180608339,0.164682917,0.091421687,0.119191785,0.189897956,0.568254486,0.600782149,0.020975109,0.025355246,12.80564536,1.688501452,7.437229637
canada,cana066,54.58,-77.57,450,1748,1988,240,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.072965165,-5.297716667,0.183108263,7,60.23622845,3,98,,0.4915927,0.124736182,0.214190164,0.286119087,2.540644884,0.576392054,0.016541655,0.02227562,17.77383877,2.114576214,15.36242823
canada,cana067,54.58,-77.57,450,1743,1988,245,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.091854992,-5.297716667,0.183108263,7,60.23622845,3,98,,0.4915927,0.124736182,0.214190164,0.286119087,2.540644884,0.576392054,0.016541655,0.02227562,17.77383877,2.114576214,15.36242823
canada,cana068,52.02,-82.9,200,1870,1988,118,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.092424107,-5.297716667,0.183108263,8,385.4712334,1,45,0.397274864,0.142080099,0.081483322,0.110435745,0.154705944,0.613682216,2.147037954,0.026255057,0.040595792,16.12353987,2.081679276,13.21925414
canada,cana069,58.67,-93.48,50,1783,1988,205,LALA,Gymnosperm,Pinaceae,Larix,Larix laricina,Humid,0.127294656,,0.167849241,,53.55823285,1,45,,,,,,,,0.017414938,0.023902597,20.40424863,2.79704876,19.80462026
canada,cana070,60.03,-100.43,1055,1768,1988,220,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.074446103,-5.297716667,0.183108263,10,92.40416861,5,98,,0.791020507,0.150945095,0.167362858,0.180298048,0.296428238,3.345238325,0.014656862,0.019652645,21.63970355,3.059378651,21.67138079
canada,cana071,55.73,-76.15,1000,1786,1988,202,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.069098869,-5.297716667,0.183108263,,145.2341196,6,85,0.181944097,0.570895317,0.11537237,0.153060996,0.232112137,1.401373833,0.544468249,0.015428437,0.02209199,19.61384555,2.486902346,16.90503396
canada,cana072,57.22,-71.5,500,1743,1988,245,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.079178399,-5.297716667,0.183108263,6,0,6,42,,2.759453109,0.129618303,0.148792753,0.174745262,12.6352069,0.511633074,0.015941751,0.021706546,22.2049288,2.574392765,17.52619328
canada,cana073,57.22,-71.5,500,1852,1988,136,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.090418741,-5.297716667,0.183108263,6,0,6,42,0.168424503,2.759453109,0.129618303,0.148792753,0.174745262,12.6352069,0.511633074,0.015941751,0.021706546,22.2049288,2.574392765,17.52619328
canada,cana074,60.28,-115.27,803,1842,1988,146,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.123793546,-4.295330766,0,10,0,,0,0.327980226,0.217837052,0.110299394,0.170920613,0.200471669,0.237714889,0.742047557,0.019674673,0.02801324,14.85516339,1.797702836,9.58976673
canada,cana075,50.02,-74.45,1200,1797,1988,191,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.114541951,-5.297716667,0.183108263,10,0,3,98,0.256564363,0.137546653,0.086178991,0.113398858,0.174549035,61.06403469,0.49194314,0.02074556,0.028485465,12.29210251,1.580381646,7.119371644
canada,cana076,52.03,-77.85,450,1739,1988,249,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.096033246,-5.297716667,0,9,0,1,45,0.27542722,0.164682917,0.091421687,0.119191785,0.189897956,0.568254486,0.600782149,0.020975109,0.025355246,12.80564536,1.688501452,7.437229637
