Region,Site,Latitude,Longitude,Elevation,Start Year,End Year,Age,Species Code,Plant Type,Family,Genus,Species,Climate Region (based on Aridity Index Value),EWCV,P50,Rooting Depth,Canopy Height,Tree Density,AWC,CEC,Ecological Memory,CV_PN_TMP,CV_EP_TMP,CV_PN_VPD,CV_EP_VPD,CV_PN_CWD,CV_EP_CWD,CV_PN_SR,CV_EP_SR,Nm,Pm,SLA
canada,cana076,52.03,-77.85,450,1739,1988,249,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.130349302,-5.297716667,0,9,0,1,45,0.30975389,0.099717616,0.164682917,0.540286002,0.119191785,0.191374105,0.568254486,0.041103213,0.020975109,12.80564536,1.688501452,7.437229637
canada,cana077,55.73,-76.15,1000,1777,1988,211,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.136492276,-5.297716667,0.183108263,,145.2341196,6,85,0.177558252,0.089808575,0.570895317,0.468923435,0.153060996,0.196739989,1.401373833,0.043338028,0.015428437,19.61384555,2.486902346,16.90503396
canada,cana078,57.7,-105.27,2000,1864,1988,124,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.140828534,-5.297716667,0.259403372,7,327.1365813,5,98,0.345291336,0.094640459,0.154732661,0.442385978,0.110694048,0.204072818,0.267570846,0.044120835,0.016365932,13.92846523,1.909583485,8.251255488
canada,cana079,53.07,-87.33,645,1802,1988,186,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.107941644,-4.295330766,0,8,105.0334442,5,98,,0.087572886,0.139028903,0.634123403,0.109329377,0.1717898,0.611253381,0.04603353,0.033210274,13.29888713,1.586853062,8.108804567
canada,cana080,53.23,-77.67,450,1861,1988,127,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.108347501,-5.297716667,0.091554131,,94.27908412,1,45,,0.0962906,0.201989889,0.549960087,0.128521711,0.20542362,0.525068661,0.041255791,0.0181623,19.17180976,2.459734151,18.95715798
canada,cana081,53.23,-77.67,450,1847,1988,141,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.112341894,-5.297716667,0.091554131,,94.27908412,1,45,0.245770509,0.0962906,0.201989889,0.549960087,0.128521711,0.20542362,0.525068661,0.041255791,0.0181623,19.17180976,2.459734151,18.95715798
canada,cana082,61.67,-139.67,750,1585,1983,398,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.226523443,-4.295330766,0.183108263,20,316.6121228,1,55,0.155982966,0.147540197,0.1386337,0.898683766,0.108502192,0.26651697,0.284988876,0.049232362,0.027241545,16.0673916,1.732971488,12.19263235
canada,cana083,60.42,-137.17,780,1756,1983,227,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Humid,0.143061893,-5.297716667,0.656137942,,66.38162135,6,85,,0.167097901,0.170714829,0.991958261,0.11512145,0.216899683,0.196899136,0.048043484,0.0255278,17.40331379,1.951585816,12.33059551
canada,cana084,59.92,-136.83,780,1732,1983,251,PCSI,Gymnosperm,Pinaceae,Picea,Picea sitchensis,Humid,0.160788389,-3.85,0.183108263,,62.37927836,6,85,0.331020921,0.178151787,0.236432601,1.165897364,0.148200607,0.181758673,0.355509616,0.047660272,0.02615021,20.33212165,2.169533361,17.92141653
canada,cana085,59.08,-129.92,900,1817,1983,166,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.132863225,-4.295330766,0.183108263,,712.8412505,6,85,0.312406515,0.142676155,0.156339309,0.68339104,0.111024825,0.208830664,0.374399011,0.044889307,0.017942036,21.63322213,2.3323106,18.66445525
canada,cana086,58.33,-129.92,1200,1757,1983,226,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.164983215,-4.295330766,0.335698482,11,815.3567581,6,85,,0.1540041,0.174259892,0.784905062,0.13543868,0.227331184,0.467955563,0.043377109,0.017154186,17.83300243,1.82328078,13.97805751
canada,cana087,60.08,-128.83,750,1742,1983,241,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.128129895,-4.295330766,0.183108263,18,564.0282229,3,49,0.264629373,0.117170491,0.152795717,0.517009102,0.098220593,0.242521028,0.40117113,0.047089049,0.018163156,12.42291913,1.53045499,5.505997019
canada,cana088,58.67,-124.67,1260,1770,1983,213,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.122538693,-4.295330766,0.183108263,,0,5,49,,0.156412032,0.114124482,0.265873486,0.103161624,0.344323513,0.962758319,0.045937657,0.018339625,14.85691866,1.671882732,9.08279056
canada,cana089,58.33,-122.83,690,1817,1983,166,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.13461503,-4.295330766,0.183108263,15,517.852286,1,53,0.189497275,0.139880951,0.090663486,0.374095371,0.101638701,0.415466233,0.441467431,0.044704083,0.016429359,13.3767575,1.643291844,6.494208189
canada,cana090,56.92,-130.08,459,1686,1983,297,PCSI,Gymnosperm,Pinaceae,Picea,Picea sitchensis,Humid,0.122022508,-3.85,0.457770657,,515.6512078,6,85,0.492704615,0.196656546,0.170024036,0.829289008,0.16573177,0.199938222,0.827283618,0.040778559,0.017264757,17.43241693,1.844957069,14.94343349
canada,cana091,54.9,-127.25,1200,1680,1983,303,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.165469052,-4.295330766,0.656137942,16,378.4006002,6,85,,0.255409887,0.125191954,0.425628086,0.146082814,0.253857683,0.439799566,0.039526282,0.019504729,13.76760455,1.648357213,8.137521987
canada,cana092,55.5,-122.67,780,1697,1983,286,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Humid,0.162551636,-4.295330766,0.183108263,18,414.850407,6,85,0.481202933,0.216228379,0.139149939,0.25628763,0.142597256,0.32064589,1.405886558,0.039434031,0.014588439,13.19376657,1.363012575,6.965242645
canada,cana093,54.5,-122.5,690,1773,1983,210,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Humid,0.13980328,,0.183108263,18,421.7949997,1,53,0.224979918,0.298224327,0.100514958,0.27698896,0.132009616,0.319892073,0.5844115,0.037735998,0.015637172,13.20411877,1.564311553,6.412534891
canada,cana094,53.33,-120.67,1530,1652,1983,331,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.150864123,-4.906946696,0.381475547,,437.9546285,6,85,,0.272641988,0.123013325,0.168696309,0.128935774,0.288791935,1.374908566,0.036672913,0.015835818,14.132913,1.477137775,8.121331493
canada,cana095,51.88,-121.25,810,1669,1983,314,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Humid,0.217844911,,0.091554131,19,456.3101563,1,53,0.160171451,0.363808591,0.090316515,0.221365146,0.110639429,0.290600705,0.427254094,0.033807427,0.015768284,12.96735948,1.425703952,5.843278041
canada,cana096,52.25,-117,2000,1608,1983,375,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.141321052,-4.906946696,0,,17.51974877,6,85,,0.179119384,0.240451854,0.176761484,0.136867888,0.292226625,2.659697126,0.03707546,0.017526339,15.15087952,1.5759345,10.29603722
canada,cana097,51.75,-116.22,2050,1634,1983,349,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.177865161,-4.906946696,0.183108263,20,0,,0,,0.192916125,0.158277318,0.16655273,0.13443865,0.381769438,2.612740514,0.036546645,0.018033675,12.48732622,1.344610979,6.145398478
canada,cana098,51.17,-116.17,1500,1686,1983,297,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.178038714,-4.906946696,0.091554131,,407.9312692,3,30,0.449844257,0.147063364,0.39045257,0.178874005,0.159283737,0.310593621,1.704944154,0.035793008,0.01793996,14.0735798,1.602525602,9.415610082
canada,cana111,49.42,-123.08,1110,1413,1983,570,TSME,Gymnosperm,Pinaceae,Tsuga,Tsuga mertensiana,Humid,0.151035602,,0.091554131,10,435.2996713,1,33,0.188647908,4.590579533,0.079423369,0.398695156,0.133163408,0.197331731,1.156656189,0.032452803,0.018006762,11.28637862,1.131694249,7.554764177
canada,cana112,49.08,-116.75,1850,1701,1983,282,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.118591785,-4.906946696,5.111772335,20,498.8854889,3,138,0.164040906,0.16293744,0.153609853,0.224985098,0.140122073,0.258035149,18.05664067,0.033840413,0.01954503,13.13545102,1.431389097,6.885358762
canada,cana113,49.15,-125.23,1020,1629,1983,354,TSME,Gymnosperm,Pinaceae,Tsuga,Tsuga mertensiana,Humid,0.143664381,,1.20546273,39,564.6678122,1,64,0.266218758,0.429617917,0.071781057,0.47729966,0.133163797,0.20836624,3.993573533,0.032965004,0.017275881,10.76277458,0.987070776,7.333347373
canada,cana114,49.78,-117.17,1530,1804,1983,179,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.120152061,-4.906946696,2.166781109,21,444.5731086,5,98,0.476721382,0.242454198,0.104341441,0.205887798,0.131492648,0.254843601,1.656433821,0.033698988,0.018076427,14.33993414,1.560035074,9.01378944
canada,cana116,53.5,-96.38,860,1896,1988,92,PIBN,Gymnosperm,Pinaceae,Pinus,Pinus banksiana,Humid,0.179559739,,0,13,0,4,46,0.362051642,0.106279099,0.116340287,0.387387245,0.119212311,0.297465425,0.268498628,0.038773279,0.016469334,12.39095125,1.576887279,6.893536425
canada,cana168,53.5,-96.38,860,1896,1988,92,PIBA,Gymnosperm,Pinaceae,Pinus,Pinus balfouriana,Humid,0.179559739,,0,13,0,4,46,0.362051642,0.106279099,0.116340287,0.387387245,0.119212311,0.297465425,0.268498628,0.038773279,0.016469334,12.39095125,1.576887279,6.893536425
canada,cana169,55.33,-77.83,50,1352,1989,637,PCMA,Gymnosperm,Pinaceae,Picea,Picea mariana,Arid,0.14483979,-5.297716667,,,0,,,0.229106011,,,,,,,0.042643943,0.015752593,,,
canada,cana171,52.25,-117.25,2000,1665,1994,329,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.118740053,-4.906946696,0.183108263,,0,6,85,,0.183006144,0.241964988,0.171589337,0.139707938,0.296530572,2.19461561,0.034749506,0.018983797,14.39635275,1.480564361,8.643497251
canada,cana173,68.27,-133.33,120,1466,1992,526,PCGL,Gymnosperm,Pinaceae,Picea,Picea glauca,Arid,0.177427286,-4.295330766,0,13,36.81324976,4,38,,0.066748703,3.11360549,1.291324472,0.19071394,0.221179949,0.188619885,0.059625035,0.02403668,25.40768165,3.569425481,25.83533641
canada,cana225,50.23,-117.08,2100,1669,1997,328,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.154334685,-4.906946696,0.854505226,,483.0938084,5,98,,0.204409554,0.132681505,0.228572186,0.14022036,0.280213186,4.214799298,0.032155013,0.019709193,14.33993414,1.560035074,9.01378944
canada,cana226,49.73,-117.17,1950,1710,1997,287,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.148884808,-4.906946696,1.388570993,21,367.0474068,5,98,,0.247047745,0.106908647,0.208290804,0.133342365,0.263977695,2.721888898,0.031758804,0.019985585,12.72540479,1.381948462,6.876499572
canada,cana230,49.03,-117.05,2050,1698,1997,299,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.174127791,-4.906946696,2.532997635,22,443.5311203,3,138,,0.240475794,0.111951699,0.213264793,0.133066436,0.262396016,9.621243184,0.031667995,0.020422023,13.13545102,1.431389097,6.885358762
canada,cana231,50.57,-118.57,1830,1477,1997,520,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.171912859,-4.906946696,0.854505226,22,444.6682281,5,98,,0.293977213,0.109775392,0.198439683,0.127652076,0.239670785,21.1746248,0.031586532,0.017648482,13.00739574,1.424290399,6.245563434
canada,cana234,49.73,-118.93,2000,1512,1997,485,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.160140254,-4.906946696,0.183108263,25,231.2728658,1,53,,0.51943029,0.076616263,0.251687204,0.11638404,0.317889175,0.74141378,0.03051646,0.019343272,12.81375613,1.560431541,6.028674873
canada,cana237,50.98,-121.72,1950,1694,1997,303,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.175692924,-4.906946696,1.220721752,,449.1190074,1,53,,0.34479797,0.09303041,0.252493134,0.10633056,0.382194926,0.326758974,0.030521797,0.018948147,12.64727926,1.488519786,5.75448265
canada,cana238,50.7,-121.45,1980,1554,1997,443,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.18625755,-4.906946696,8.316166934,,302.5719081,1,71,,0.439608712,0.076371425,0.226427048,0.103026548,0.530808847,0.249157384,0.030355145,0.018225947,12.82413041,1.514727069,6.339480782
canada,cana426,52.9167,-118.05,1220,1534,2008,474,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.285163139,,0.183108263,,287.1978722,6,85,,0.219660451,0.168760515,0.186523532,0.134084176,0.354362046,4.4768514,0.032505653,0.017128688,13.23641176,1.388185219,7.07906294
canada,cana427,52.9333,-118.0667,1230,1749,2008,259,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.232993579,,0.656137942,,439.5300351,6,85,0.155016463,0.219660451,0.168760515,0.186523532,0.134084176,0.354362046,4.4768514,0.032505653,0.017128688,13.23641176,1.388185219,7.07906294
asia,chin004,34.48,110.08,2060,1540,1989,449,PIAM,Gymnosperm,Pinaceae,Pinus,Pinus armandii,Arid,0.206785151,,1.220721752,,104.9255735,1,40,,0.138136727,0.033741902,0.143360172,0.13921339,0.321997766,0.392897053,0.028966064,0.020357097,16.26956737,1.679908916,17.58920761
usa,co509,37.18,-108.48,2115,1373,1978,605,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.235770514,,4.440375372,12,317.3774,5,41,,0.240284575,0.087161103,0.111203509,0.056059679,5.391233106,0.169485262,0.025458287,0.017546959,19.29162352,1.695479967,12.00746254
usa,co517,40.05,-105.58,3320,1610,1982,372,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.121642203,-4.906946696,0.335698482,19,358.4361393,3,53,0.296350505,0.212207297,0.12194019,0.105297705,0.077416535,0.322423958,0.208724366,0.031205946,0.014819478,15.1067743,1.828131915,9.521542053
usa,co552,37.9,-107.72,3400,1626,1983,357,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Humid,0.094412864,-4.906946696,0.366216526,,311.3269099,3,53,0.173872175,0.288574282,0.07833225,0.120200987,0.055822639,1.197624652,0.151677609,0.034551628,0.016275739,17.71171239,1.701465453,12.94635033
usa,co553,39.33,-105.03,3600,1530,1983,453,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.181357616,-4.906946696,5.783169299,25,1164.65278,3,53,0.268881812,130.6478633,0.076402354,0.114715631,0.090966396,0.267230011,0.231851865,0.031658104,0.014860782,15.91012083,1.616777276,11.54184083
usa,co554,38.67,-107.58,3700,1565,1982,417,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.103063055,-4.906946696,1.785305562,,202.6704533,3,53,0.277112745,0.361960422,0.09265727,0.125379296,0.063803904,5.233012923,0.167939348,0.033296795,0.015047528,19.02625965,1.676467632,14.37024441
usa,co573,40,-105.37,1950,1813,1982,169,PIPO,Gymnosperm,Pinaceae,Pinus,Pinus ponderosa,Arid,0.270179316,-2.65,0.183108263,17,402.9927057,3,53,,3.916056506,0.073508812,0.12265178,0.094173815,0.32710333,0.265562443,0.031548275,0.014489698,14.76267296,1.812117616,9.71339111
usa,co574,40.05,-105.55,3400,1694,1982,288,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.142130523,-4.906946696,0.579842832,19,399.9548701,3,53,0.385803437,0.212207297,0.12194019,0.105297705,0.077416535,0.322423958,0.208724366,0.031205946,0.014819478,15.1067743,1.828131915,9.521542053
usa,co575,39.98,-105.5,2500,1880,1982,102,PCPU,Gymnosperm,Pinaceae,Picea,Picea pungens,Arid,0.123141001,,0.183108263,17,423.8091534,3,53,0.386438566,0.190883901,0.143062877,0.096770883,0.083218427,0.372630065,0.220824846,0.031548275,0.014489698,15.1067743,1.828131915,9.521542053
usa,co577,39.95,-105.55,2650,1716,1982,266,PIPO,Gymnosperm,Pinaceae,Pinus,Pinus ponderosa,Arid,0.169050587,-2.65,0.091554131,22,314.5248607,3,53,-0.184394985,0.190883901,0.143062877,0.096770883,0.083218427,0.372630065,0.220824846,0.031169663,0.014921143,15.1067743,1.828131915,9.521542053
usa,co578,40,-105.37,1900,1867,1982,115,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.242989137,,0.183108263,17,402.9927057,3,53,,3.916056506,0.073508812,0.12265178,0.094173815,0.32710333,0.265562443,0.031548275,0.014489698,14.76267296,1.812117616,9.71339111
usa,co586,39.87,-105.87,3370,1224,1993,769,PCEN,Gymnosperm,Pinaceae,Picea,Picea engelmannii,Arid,0.133790412,-4.906946696,1.434348058,22,474.802481,3,53,0.255546213,0.18461571,0.141572551,0.102576242,0.090388085,0.375245812,0.22211202,0.029920295,0.014531346,16.71360461,1.820482319,11.64500042
usa,co651,37.2739,-108.3478,2226,722,2011,1289,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.360870916,,3.173876555,12,440.229051,5,41,0.114396184,0.257796921,0.101595183,0.121819239,0.06788642,3.259432085,0.192988955,0.033490403,0.015940959,18.2578175,1.593285473,13.02666239
usa,co652,37.2739,-108.3478,2226,480,2011,1531,PSME,Gymnosperm,Pinaceae,Pseudotsuga,Pseudotsuga menziesii,Arid,0.353263336,,3.173876555,12,440.229051,5,41,,0.257796921,0.101595183,0.121819239,0.06788642,3.259432085,0.192988955,0.033490403,0.015940959,18.2578175,1.593285473,13.02666239
europe,cypr002,34.93,32.87,1820,1616,1981,365,PINI,Gymnosperm,Pinaceae,Pinus,Pinus nigra,Arid,0.147817276,-2.8,1.220721752,,354.1423355,5,55,0.435169277,0.052664852,0.036318768,0.080069317,0.071904446,1.31115273,0.072747666,0.028548722,0.009993172,18.05045343,1.281005991,9.946326764
europe,cypr003,34.93,32.87,1900,1608,1981,373,PINI,Gymnosperm,Pinaceae,Pinus,Pinus nigra,Arid,0.181964078,-2.8,1.220721752,,354.1423355,5,55,0.454131005,0.052664852,0.036318768,0.080069317,0.071904446,1.31115273,0.072747666,0.028548722,0.009993172,18.05045343,1.281005991,9.946326764
europe,cypr004,34.9,32.9,1600,1742,1981,239,PINI,Gymnosperm,Pinaceae,Pinus,Pinus nigra,Arid,0.130606628,-2.8,1.20546273,,521.8016634,5,55,0.223533487,0.052664852,0.036318768,0.080069317,0.071904446,1.31115273,0.072747666,0.028548722,0.009993172,18.05045343,1.281005991,9.946326764
europe,cypr005,34.9,32.9,1620,1703,1981,278,PIBR,Gymnosperm,Pinaceae,Pinus,Pinus brutia,Arid,0.263837375,,1.20546273,,521.8016634,5,55,0.261718906,0.052664852,0.036318768,0.080069317,0.071904446,1.31115273,0.072747666,0.028548722,0.009993172,18.05045343,1.281005991,9.946326764
europe,cypr006,34.98,32.68,1200,1869,1981,112,CDLI,Gymnosperm,Pinaceae,Cedrus,Cedrus libani,Arid,0.180656337,-7.706666667,4.852368963,,497.9792157,5,55,,0.052664852,0.036318768,0.080069317,0.071904446,1.31115273,0.072747666,0.028548722,0.009993172,16.87950106,1.271390445,10.19978505
europe,cypr008,34.98,32.68,1380,1806,1981,175,CDLI,Gymnosperm,Pinaceae,Cedrus,Cedrus libani,Arid,0.149061782,-7.706666667,4.852368963,,497.9792157,5,55,,0.052664852,0.036318768,0.080069317,0.071904446,1.31115273,0.072747666,0.028548722,0.009993172,16.87950106,1.271390445,10.19978505
europe,cypr009,34.98,32.68,1280,1675,1981,306,CDLI,Gymnosperm,Pinaceae,Cedrus,Cedrus libani,Arid,0.214180635,-7.706666667,4.852368963,,497.9792157,5,55,,0.052664852,0.036318768,0.080069317,0.071904446,1.31115273,0.072747666,0.028548722,0.009993172,16.87950106,1.271390445,10.19978505
europe,cypr010,35.08,32.58,500,1857,1981,124,PIBR,Gymnosperm,Pinaceae,Pinus,Pinus brutia,Arid,0.26698509,,11.16960403,,449.6078197,5,55,0.538416604,,,,,,,0.028813772,0.010275054,16.87950106,1.271390445,10.19978505
europe,cypr011,35,32.62,800,1902,1981,79,PIBR,Gymnosperm,Pinaceae,Pinus,Pinus brutia,Arid,0.235284249,,5.813687343,,282.9265325,5,55,0.604604368,0.048989651,0.034959827,0.075516607,0.071021873,1.335152746,0.071102616,0.030298001,0.010604103,17.15619524,1.281088957,9.837308493
europe,cypr012,34.98,32.68,1370,1889,1981,92,CDLI,Gymnosperm,Pinaceae,Cedrus,Cedrus libani,Arid,0.164979596,-7.706666667,4.852368963,,497.9792157,5,55,,0.05120909,0.03520345,0.079114485,0.071436496,1.254701765,0.070693919,0.02948746,0.010318676,16.87950106,1.271390445,10.19978505
europe,cypr013,35.08,32.58,500,1926,1981,55,PIBR,Gymnosperm,Pinaceae,Pinus,Pinus brutia,Arid,0.107362336,,11.16960403,,449.6078197,5,55,0.280828459,,,,,,,0.03594979,0.012791538,16.87950106,1.271390445,10.19978505
europe,finl010,62.85,25.48,185,1643,1978,335,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.131537287,-3.608966667,0.823987182,19,772.7211866,5,101,,0.352135286,0.111710579,0.33019841,0.146220316,0.270736467,0.376142075,0.019584335,0.011902933,14.38246855,1.70715564,7.716408829
europe,finl011,67,27.12,270,1670,1978,308,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.178891105,-3.608966667,0.457770657,,610.7328096,5,101,0.162221123,0.199570316,0.162555974,0.491794603,0.158583508,0.261291167,0.463764898,0.015751349,0.010569027,14.79257951,1.780537741,12.739615
europe,finl012,60.67,23.88,115,1801,1978,177,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.164567012,-3.98,0.091554131,22,0,5,101,0.41409847,0.491135393,0.105650271,0.333640057,0.154397159,0.295626635,0.406751128,0.022559373,0.015091735,13.92429448,1.726400855,7.045696585
europe,finl013,61.83,23.48,180,1860,1978,118,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.127422526,-3.98,1.403830014,,890.8715179,5,101,,0.496454711,0.102778048,0.329149739,0.145408061,0.2745407,0.375910426,0.021502749,0.014417661,14.61045699,1.722568059,7.679737246
europe,finl014,62.58,31.17,145,1779,1978,199,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.140860191,-3.608966667,0.091554131,18,485.5533365,5,101,0.425825399,0.247306655,0.133112986,0.362306168,0.124145021,0.266233597,0.534019758,0.018407231,0.009090643,13.99032737,1.473765378,8.040896841
europe,finl015,63.1,25.48,300,1818,1978,160,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.140257092,-3.98,0.183108263,18,664.9086707,5,101,0.247826073,0.334542309,0.114000786,0.330773008,0.145530791,0.271459166,0.348963497,0.018853631,0.011515937,14.38246855,1.70715564,7.716408829
europe,finl016,64.55,26.52,150,1839,1978,139,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.129548995,-3.608966667,0.183108263,16,454.9544381,5,101,0.349857684,0.250449217,0.135864861,0.310478355,0.141261481,0.24215905,0.55891232,0.017913523,0.010408048,12.36323807,1.464381178,6.691504485
europe,finl017,65.62,27.6,300,1755,1978,223,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.210230712,-3.98,0.183108263,15,658.9559219,5,101,0.304950958,0.201397854,0.161948687,0.348360008,0.144121865,0.233775385,0.624670675,0.017292266,0.010700563,12.54749662,1.390689055,7.28474736
europe,finl018,66.37,29.43,260,1726,1978,252,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.244383764,-3.98,0.656137942,16,643.0637957,5,101,0.466410922,0.167659942,0.182155582,0.236562001,0.134614248,0.225597157,0.723841243,0.016251311,0.010951037,16.53621674,1.727625087,14.71638753
europe,finl019,67,27.12,270,1701,1978,277,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.24570835,-3.98,0.457770657,,610.7328096,5,101,,0.199570316,0.162555974,0.491794603,0.158583508,0.261291167,0.463764898,0.015751349,0.010569027,14.79257951,1.780537741,12.739615
europe,finl020,68.03,24.1,270,1782,1978,196,PCAB,Gymnosperm,Pinaceae,Picea,Picea abies,Humid,0.192387322,-3.98,0.183108263,15,463.4359209,5,101,0.297606153,0.154425257,0.244079658,0.412564565,0.174839932,0.346162989,0.456184625,0.012515515,0.00888363,20.28648091,2.359713909,23.97311991
europe,finl054,67.22,26.82,180,1550,2000,450,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.139954119,-3.608966667,0.183108263,15,529.4961207,5,101,,0.198324093,0.155877471,0.628129893,0.151506949,0.273236814,0.417113295,0.052580973,0.011226809,15.58009075,1.982007677,15.40984544
europe,finl055,67.08,27.02,190,1550,2000,450,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.143071032,-3.608966667,0.183108263,15,637.4218662,5,101,,0.187071805,0.157664806,0.514834117,0.146682351,0.267014698,0.440301186,0.052671138,0.010995518,15.58009075,1.982007677,15.40984544
europe,finl056,61.93,25.72,140,1750,2000,250,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.161460034,-3.608966667,1.220721752,21,824.8242613,5,101,0.499244011,0.384876887,0.10511937,0.297530123,0.146586398,0.282606611,0.437653563,0.044633067,0.014656102,14.39062204,1.730084279,7.091275933
europe,finl057,61.92,26.02,150,1750,2000,250,PISY,Gymnosperm,Pinaceae,Pinus,Pinus sylvestris,Humid,0.138722048,-3.608966667,0,20,0,5,101,0.341339694,0.381884006,0.103799078,0.264491204,0.142909467,0.271284444,0.385919162,0.044586097,0.01441897,17.61865621,1.861821583,11.94718852
usa,fl001,30.45,-85.92,3,899,1992,1093,TADI,Gymnosperm,Cupressaceae,Taxodium,Taxodium distichum,Humid,0.320663314,-2.135485942,0.335698482,14,458.8513184,1,28,0.205465217,0.077799276,0.024101348,0.148645207,0.111539054,0.831937466,4.77096227,0.02541805,0.014962701,14.36347722,1.4413412,14.5450693
usa,fl005,29.73,-82.95,5,1725,1993,268,QULY,Angiosperm,Fagaceae,Quercus,Quercus lyrata,Humid,0.213156491,,0.366216526,,338.0629495,3,27,,0.06773947,0.022689246,0.145549413,0.097217875,5.238196306,6.821341106,0.026706231,0.015687355,13.76286922,1.256540264,10.52561887
usa,fl007,29.02,-82.72,1,1618,2005,387,TADI,Gymnosperm,Cupressaceae,Taxodium,Taxodium distichum,Humid,0.192371564,-2.135485942,0.274662394,20,337.6500792,1,54,0.28912522,0.061760432,0.020446892,0.132161506,0.0808403,14.29126937,229.0010774,0.025009901,0.013878447,13.84463593,1.285794114,11.28442814
usa,fl008,28.92,-82.27,15,1646,2003,357,TADI,Gymnosperm,Cupressaceae,Taxodium,Taxodium distichum,Humid,0.260033975,-2.135485942,1.663233387,12,521.5780536,3,27,,0.062408967,0.024243688,0.148684357,0.094057791,4.118042845,5.17682613,0.025156933,0.012942878,13.84463593,1.285794114,11.28442814
usa,fl009,28.3,-82.08,26,1622,2005,383,TADI,Gymnosperm,Cupressaceae,Taxodium,Taxodium distichum,Humid,0.307059358,-2.135485942,0.854505226,13,260.0471423,3,47,,0.060646158,0.023414004,0.153788573,0.095437621,1.974749247,5.197163764,0.024719494,0.012209808,15.12620579,1.490960313,15.91362499
